id,game,mock-mc,mock-tm,tm-rating,mock-tc,tc-rating,mock-as,as-rating,consensus
138136,Chain of Memories,64,0.83,6.9/10,0.74,6.6/10,0.89,3.9/5,No consensus yet.
127659,Kingdom Hearts II,79,0.9,7.8/10,0.87,7.7/10,0.91,4.5/5,No consensus yet.
-13,Re:Chain of Memories,55,0.6,5.8/10,0.45,5.5/10,0.51,3.2/5,No consensus yet.
26076,358/2 Days,62,0.71,6.6/10,0.66,6.1/10,0.74,3.8/5,No consensus yet.
5596,Birth By Sleep,72,0.89,7.5/10,0.89,7.3/10,0.83,4.1/5,No consensus yet.
24329,Re:Coded,53,0.53,5.7/10,0.42,5.4/10,0.53,3.1/5,No consensus yet.
27155,KH3D: Dream Drop Distance,62,0.78,7.0/10,0.71,6.5/10,0.82,4.1/5,No consensus yet.
41680,KH HD 1.5 Remix (PS3),65,0.8,7.1/10,0.77,7.0/10,0.84,4.2/5,No consensus yet.
42405,KH HD 2.5 Remix (PS3),71,0.87,7.3/10,0.9,7.3/10,0.87,4.3/5,No consensus yet.
334413,Kingdom Hearts Union X,56,0.5,5.8/10,0.5,5.6/10,0.54,3.1/5,No consensus yet.
472,HD 2.8 Final Chapter Prologue,64,0.77,6.9/10,0.67,6.3/10,0.74,3.8/5,No consensus yet.
51324,Kingdom Hearts III,73,0.83,7.4/10,0.86,7.5/10,0.77,4.0/5,No consensus yet.
327224,KHIII - Re Mind,53,0.62,5.9/10,0.53,5.8/10,0.57,3.1/5,No consensus yet.
484501,Melody of Memory,62,0.76,6.8/10,0.69,6.4/10,0.72,3.7/5,No consensus yet.
1693,Shantae: Risky's Revenge,74,0.88,7.7/10,0.84,7.8/10,0.8,3.9/5,No consensus yet.
2548,Shantae and the Pirate's Curse,74,0.95,7.7/10,0.92,7.5/10,0.9,4.3/5,No consensus yet.
607,Shantae: Half-Genie Hero,70,0.9,7.3/10,0.89,7.1/10,0.78,3.9/5,Capturing the Shantae series' appeal with a gorgeous visual makeover~ Half-Genie Hero works both as an introduction for new players~ and as fanservice for returning ones.
366894,Shantae and the Seven Sirens,65,0.79,6.8/10,0.76,6.8/10,0.77,3.9/5,No consensus yet.
2310,Mighty No. 9,41,0.36,5.2/10,0.25,4.6/10,0.3,2.0/5,No consensus yet.
47,Yooka-Laylee,57,0.67,6.3/10,0.55,6.2/10,0.59,3.1/5,Yooka-Laylee is a loving~ faithful recreation of the 90s collectathons of yore - which might be a turnoff for gamers unwilling to adjust their modern expectations for a more antiquated experience.
11164,A Hat in Time,68,0.84,7.3/10,0.8,6.9/10,0.88,4.3/5,No consensus yet.
471021,Balan Wonderworld,35,0.27,4.4/10,0.18,4.0/10,0.55,2.9/5,No consensus yet.
56123,Metroid Prime,95,0.99,9.1/10,1,9.3/10,0.93,4.6/5,No consensus yet.
27390,Metroid Fusion,87,0.96,8.4/10,0.98,8.5/10,0.98,4.6/5,No consensus yet.
27711,Metroid Zero Mission,83,0.95,8.2/10,0.98,8.2/10,0.96,4.5/5,No consensus yet.
56124,Metroid Prime 2: Echoes,87,0.95,8.5/10,0.97,8.6/10,0.95,4.5/5,No consensus yet.
24941,Metroid Prime Pinball,68,0.85,7.1/10,0.79,6.9/10,0.77,4.0/5,No consensus yet.
25002,Metroid Prime Hunters,77,0.89,7.6/10,0.89,7.6/10,0.82,4.1/5,No consensus yet.
25198,Metroid Prime 3: Corruption,85,0.92,8.1/10,0.95,8.3/10,0.91,4.5/5,No consensus yet.
23958,Metroid Prime: Trilogy,87,0.96,8.6/10,0.99,8.8/10,0.9,4.5/5,No consensus yet.
24366,Metroid: Other M,68,0.79,7.1/10,0.78,7.1/10,0.61,3.4/5,No consensus yet.
27964,Metroid: Federation Force,51,0.53,5.6/10,0.37,5.3/10,0.49,2.7/5,No consensus yet.
43755,Metroid: Samus Returns,77,0.9,7.8/10,0.88,7.8/10,0.88,4.4/5,No consensus yet.
-14,Metroid Dread,82,0.95,8.3/10,0.92,8.2/10,0.9,4.4/5,No consensus yet.
-15,Metroid Prime Remastered,91,0.98,8.8/10,1,8.8/10,0.87,4.4/5,No consensus yet.
25097,Ocarina of Time,98,1,9.3/10,1,9.5/10,0.96,4.8/5,No consensus yet.
27969,Ocarina of Time 3D,91,0.98,8.6/10,0.99,8.6/10,0.92,4.5/5,No consensus yet.
25924,Majora's Mask,92,0.95,8.8/10,0.98,8.5/10,0.9,4.4/5,Tonally dark~ narratively complex~ and mechanically original~ Majora's Mask is a wonderfully off-kilter distortion of its N64 predecessor's formula~ one that will leave a mark on anyone who plays it.
23768,Majora's Mask 3D,83,0.96,8.2/10,0.99,8.1/10,0.89,4.5/5,Majora's Mask 3D does justice the creepy atmosphere and innovative gameplay that made the N64 original such a haunting experience~ all while refining its few shortcomings to create the definitive experience for both old fans and newcomers alike.
53546,Sonic Advance,80,0.92,7.8/10,0.86,7.6/10,0.9,3.9/5,No consensus yet.
53547,Sonic Advance 2,74,0.87,7.3/10,0.81,7.3/10,0.9,4.1/5,No consensus yet.
53548,Sonic Advance 3,67,0.78,6.9/10,0.8,6.9/10,0.8,4.2/5,No consensus yet.
24980,SONIC RUSH,72,0.9,7.4/10,0.86,7.3/10,0.89,4.3/5,No consensus yet.
25214,Sonic rush Adventure,67,0.82,7.0/10,0.8,6.8/10,0.8,4.1/5,No consensus yet.
54747,Sonic Shuffle,43,0.31,4.7/10,0.29,4.6/10,0.82,3.9/5,No consensus yet.
37615,Sonic Riders,46,0.34,5.2/10,0.24,5.1/10,0.7,3.8/5,Sonic Riders isn't lacking for style~ but it's gameplay loop is too unintuitive to work as a racing game.
24800,Sonic Riders: Zero Gravity,45,0.36,5.0/10,0.22,4.8/10,0.83,4.1/5,No consensus yet.
24716,Sonic Chronicles: The Dark Brotherhood,60,0.68,6.2/10,0.55,5.9/10,0.67,3.5/5,Sonic Chronicles: The Dark Brotherhood is less narratively-involved and intricately-designed than its RPG brethren~ but it offers enough charisma and accessible mechanics to make a solid starter-RPG for Sonic fans.
683,Sonic & Sega All-Stars Racing,63,0.8,6.9/10,0.7,6.4/10,0.87,4.2/5,Sonic All-Stars Racing will feel familiar to players who've already raced alongside a certained mustached plumber~ but it is polished and engaging enough to make for solid racing thrills.
28531,Sonic Free Riders,37,0.25,4.4/10,0.21,4.2/10,0.18,1.2/5,No consensus yet.
966,Sonic All-Stars Racing Transformed,70,0.93,7.6/10,0.9,7.2/10,0.86,4.2/5,No consensus yet.
58878,Team Sonic Racing,58,0.72,6.5/10,0.55,6.0/10,0.69,3.7/5,No consensus yet.
24337,Epic Mickey,59,0.7,6.4/10,0.59,6.1/10,0.66,3.7/5,No consensus yet.
4180,Epic Mickey 2,47,0.35,5.1/10,0.35,5.2/10,0.46,2.8/5,No consensus yet.
24115,Epic Mickey 3D,50,0.4,5.6/10,0.3,5.5/10,0.49,3.0/5,No consensus yet.
463731,Epic Mickey Rebrushed,63,0.78,6.7/10,0.69,6.2/10,0.83,4.0/5,No consensus yet.
1121,Secret of Mana (Remaster),50,0.43,5.5/10,0.36,5.4/10,0.58,3.3/5,No consensus yet.
327255,Collection of Mana,74,0.94,7.6/10,0.92,7.6/10,0.8,4.1/5,No consensus yet.
327244,Trials of Mana (Remaster),63,0.77,6.7/10,0.7,6.3/10,0.76,3.9/5,No consensus yet.
22511,Breath of the Wild,95,0.98,8.8/10,0.97,9.0/10,0.88,4.4/5,No consensus yet.
-16,Tears of the Kingdom,93,0.95,8.7/10,0.97,8.8/10,0.86,4.4/5,No consensus yet.
23764,Hyrule Warriors,64,0.75,6.8/10,0.7,6.7/10,0.83,4.2/5,No consensus yet.
490417,Hyrule Warriors: Age of Calamity,67,0.82,7.3/10,0.79,6.9/10,0.77,3.9/5,No consensus yet.
28001,Hyrule Warriors: Legends,56,0.65,6.3/10,0.56,6.3/10,0.73,3.8/5,No consensus yet.
58574,Hyrule Warriors: Definitive Edition,67,0.86,7.3/10,0.82,7.0/10,0.79,4.0/5,No consensus yet.
326228,2ooka-Laylee,72,0.89,7.7/10,0.87,7.3/10,0.7,3.6/5,No consensus yet.
3740,Fez,83,0.97,8.4/10,0.94,8.2/10,0.61,3.1/5,No consensus yet.
56229,Super Monkey Ball,79,0.94,7.8/10,0.92,7.7/10,0.83,3.9/5,No consensus yet.
56230,Super Monkey Ball 2,79,0.92,7.7/10,0.91,7.9/10,0.91,4.3/5,No consensus yet.
24176,Super Monkey Ball 3D,44,0.29,5.0/10,0.19,4.7/10,0.34,2.8/5,"Super Monkey Ball 3D brings impressive stereoscopic visuals to the series. However, the buoyant gameplay of its predecessors has been replaced with a leaden and simplististic experience, leaving little incentive for players to keep this ball rolling for very long."
3632,Lego Ninjago: Nindroids,47,0.41,4.9/10,0.22,4.3/10,0.48,3.0/5,No consensus yet.
3395,Lego Ninjago: Shadow of Ronin,57,0.73,5.8/10,0.57,5.3/10,0.76,4.1/5,No consensus yet.
4782,Xenogears,76,0.94,8.7/10,0.92,8.3/10,0.98,4.7/5,No consensus yet.
302306,Xenosaga Episode I,74,0.84,7.8/10,0.84,7.5/10,0.92,4.4/5,No consensus yet.
320363,Xenosaga Episode II,59,0.69,6.7/10,0.56,6.4/10,0.9,4.2/5,No consensus yet.
335878,Xenosaga Episode III,71,0.86,7.4/10,0.85,7.1/10,0.91,4.5/5,No consensus yet.
23875,Xenoblade Chronicles,88,0.96,8.3/10,0.98,8.3/10,0.93,4.6/5,No consensus yet.
23756,Xenoblade Chronicles X,76,0.9,7.6/10,0.91,7.4/10,0.87,4.4/5,No consensus yet.
43753,Xenoblade Chronicles 2,73,0.89,7.7/10,0.88,7.6/10,0.85,4.3/5,No consensus yet.
58824,Xenoblade Chronicles 2: Torna ~ The Golden Country,70,0.88,7.2/10,0.86,7.0/10,0.87,4.2/5,No consensus yet.
-17,Xenoblade Chronicles 3,84,0.94,8.0/10,0.95,8.2/10,0.89,4.4/5,No consensus yet.
3144,Super Meat Boy,84,0.98,8.4/10,0.98,8.4/10,0.82,4.1/5,No consensus yet.
22121,Celeste,86,0.99,8.7/10,0.99,8.6/10,0.84,4.2/5,No consensus yet.
46153,Super Meat Boy Forever,54,0.62,6.3/10,0.49,6.1/10,0.44,2.6/5,No consensus yet.
